Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7dQC53NiYOY9gKg3Qsu2Bs,"4xXCRXOfQKQ2gjWxNhNzYW","All Out of Love","Lost in Love","Air Supply",1980-02-25,243000,74,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"soft rock",0.513,0.262,0,-16.875,1,0.0276,0.313,0.00000551,0.456,0.357,108.383,4
013AWvizllIUEC2FOBzOnh,"3NRFinRTEqUCfaTTZmk8ek","Truly Madly Deeply","Savage Garden","Savage Garden",1997-03-04,277266,72,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"boy band,dance pop,pop rock",0.555,0.698,0,-8.874,1,0.0287,0.403,0,0.0851,0.816,168.12,4
48fzVg5tLc7DII84diRCUO,"656ibQgcoUQrUPdhQWRcI3","Howling","Howling","SOMMA",2020-12-25,187930,57,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"",0.769,0.654,5,-8.27,0,0.0709,0.0548,0.00691,0.145,0.441,121.969,4
2MYTYXJXUj3YeCsGfiIdRq,"5bdwzvp6eirvqh0TwOwjgE","When I'm Around You","When I’m Around You","Running Touch",2019-02-08,203782,54,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"aussietronica",0.765,0.705,6,-6.482,1,0.0383,0.0733,0.0000775,0.112,0.797,117.009,4
3RF7yizTDynqcKO9EmypOy,"3PvqCbhNlq96JXxPszCMZT,37fzXndf2fxVrk7qarhyo0,5tDjiBYUsTqzd0RkTZxK7u,6sOEMfvCfHQ9dhSWyamXVb","Moments - Ben Böhmer & Nils Hoffmann Remix","Moments (Ben Böhmer & Nils Hoffmann Remix)","Kidnap,Leo Stannard,Ben Böhmer,Nils Hoffmann",2020-02-14,250206,46,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"future garage,indie anthem-folk,deep euro house,deep minimal techno",0.702,0.526,7,-12.421,0,0.0393,0.453,0.887,0.111,0.291,121.001,4
00E0Z2jrF7reoHps4zcbWQ,"0NGAZxHanS9e0iNHpR8f2W,4npEfmQ6YuiwW1GpUmaq3F","Car Keys (Ayla)","Car Keys (Ayla)","Alok,Ava Max",2023-06-30,147211,80,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"electro house,pop nacional,sertanejo universitario,slap house,pop",0.675,0.986,9,-4.606,0,0.0974,0.0868,0.00000496,0.128,0.57,126.004,4
1UPHCP5YeVfele4DMbdGyi,"4dEayBlrVBjaQOktGkmWki,7nDsS0l5ZAzMedVRKPP8F1,2YVF0Ou5zIc4mpgtLIlGN0","REACT","REACT","Switch Disco,Ella Henderson,Robert Miles",2023-01-13,201145,79,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dance pop,pop dance,talent show,uk pop,dream trance,eurodance,trance",0.737,0.899,6,-3.189,0,0.0556,0.0329,0,0.186,0.358,125.992,4
1y7agAufBsudgRXuq6Ekqb,"4VNQWV2y1E97Eqo2D5UTjx,7uMh23xWiuR7zsNkuNcm2G","Ready For Your Love","Sirens (Deluxe)","Gorgon City,MNEK",2014-01-01,198880,61,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"future garage,house,pop dance,uk dance,uk contemporary r&b,uk pop",0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,4
0AlHwHvgbjkRKDaTI6YDHD,"61lyPtntblHJvA7FMMhi7E","Therapy","Duality","Duke Dumont",2020-04-17,220476,51,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"edm,house,pop dance,progressive house,uk dance",0.521,0.888,4,-5.645,0,0.0443,0.00247,0.00108,0.115,0.115,125.986,4
0G21yYKMZoHa30cYVi1iA8,"3qm84nBOXUEQ2vnTfUTTFC","Welcome To The Jungle","Appetite For Destruction","Guns N' Roses",1987-07-21,273480,84,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"glam metal,hard rock,rock",0.453,0.987,8,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,4
5YJtMNWKe55yr49cyJgxva,"0N0d3kjwdY2h7UVuTdJGfp","Everytime We Touch","Everytime We Touch (Premium Edition)","Cascada",2010-02-12,197124,75,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"eurodance,europop,german techno,melbourne bounce international",0.633,0.976,8,-5.362,1,0.0519,0.00281,0.0000129,0.382,0.493,142.027,4
5xv4ggemGPNpowZAMwEYHH,"0p4nmQO2msCgU4IF37Wi3j","Girlfriend - Radio Edit","Girlfriend EP","Avril Lavigne",2007-02-27,216560,53,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"canadian pop,candy pop,dance pop,pop",0.551,0.964,7,-1.883,1,0.114,0.00104,0.000253,0.245,0.668,163.965,4
0DiWol3AO6WpXZgp0goxAV,"4tZwfgrHOc3mvqYlEYSvVi","One More Time","Discovery","Daft Punk",2001-03-12,320357,78,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"electro,filter house,rock",0.613,0.697,2,-8.618,1,0.133,0.0194,0,0.332,0.476,122.746,4
21pySLskKIKrhDziCX5ojQ,"6wPhSqRtPu1UhRCDX5yaDJ","When I Grow Up","Doll Domination (Deluxe)","The Pussycat Dolls",2008-09-23,245680,74,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dance pop,girl group,pop",0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,4
2DrGEaqoruCSn0FffWCf5O,"5BvJzeQpmsdsFp4HGUYUEx","A-Punk","Vampire Weekend","Vampire Weekend",2008-01-27,137760,73,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"baroque pop,chamber pop,garage rock,indie rock,indietronica,modern rock",0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,4
2CwlYdxDIv0gH0WmjptMaH,"5EvFsr3kj42KNv97ZEnqij","Church Heathen","Church Heathen","Shaggy",2007-05-29,248786,21,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"pop rap,reggae fusion",0.782,0.635,2,-8.641,1,0.0744,0.0289,0.00000258,0.164,0.137,100.021,4
3xmmKCqEPNloZT9myIx0Hn,"5EvFsr3kj42KNv97ZEnqij,5MouCg6ta7zAxsfMEbc1uh","Seasons (feat. OMI)","Seasons (feat. OMI)","Shaggy,OMI",2017-02-17,194282,46,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"pop rap,reggae fusion",0.752,0.806,8,-3.834,1,0.124,0.185,0,0.0824,0.632,97.022,4
5T0wNYAQ144JtjsAwttL5T,"5EvFsr3kj42KNv97ZEnqij","Church Heathen","Intoxication","Shaggy",2007,247746,41,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"pop rap,reggae fusion",0.767,0.623,2,-9.041,1,0.0818,0.0168,0.00000422,0.148,0.134,99.963,4
3Rv2kFdLcwVdS47BLwo22O,"5EvFsr3kj42KNv97ZEnqij","Strength Of A Woman","Lucky Day","Shaggy",2002-10-29,229253,50,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"pop rap,reggae fusion",0.754,0.516,10,-5.582,1,0.0789,0.0618,0,0.269,0.674,86.007,4
3WkibOpDF7cQ5xntM1epyf,"5EvFsr3kj42KNv97ZEnqij,67wCYxOq4A1ohAs7jWYaOJ","It Wasn't Me","Hot Shot","Shaggy,Rik Rok",2000-08-08,227600,81,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"pop rap,reggae fusion",0.853,0.606,0,-4.596,1,0.0713,0.0561,0,0.313,0.654,94.759,4
2MDueMvPkUTpU6Xkmeinln,"7bXgB6jMjp9ATFy66eO08Z,0hCNtLu0JehylgoiP8L4Gh","Love More (feat. Nicki Minaj)","X (Expanded Edition)","Chris Brown,Nicki Minaj",2014-09-16,189706,60,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"pop rap,r&b,rap,hip pop,pop,queens hip hop",0.882,0.621,1,-6.652,1,0.0461,0.000463,0.00055,0.0784,0.487,104.954,4
08ljt6NCNAgewQaMya1URa,"31HjiqargV4NAw4GZqUale,1RyvyyTE3xzB2ZywiAwp0i,1sBkRIssrMs1AbVkOJbc7a","Bugatti","Trials & Tribulations (Deluxe)","Ace Hood,Future,Rick Ross",2013-01-01,269266,64,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dirty south rap,miami hip hop,pop rap,rap,southern hip hop,trap,atl hip hop,hip hop,gangster rap",0.6,0.592,1,-4.947,1,0.0545,0.0191,0,0.0955,0.0663,130.205,4
6Zo3wgDE076K2AuiGZF3CS,"0TnOYISbd1XYRBk9myaseg,7bXgB6jMjp9ATFy66eO08Z","Fun (feat. Chris Brown)","Globalization","Pitbull,Chris Brown",2014-11-21,202306,63,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dance pop,miami hip hop,pop,pop rap,r&b,rap",0.793,0.774,0,-3.667,0,0.0478,0.156,0,0.193,0.547,113.967,4
4Kz4RdRCceaA9VgTqBhBfa,"3TVXtAsR1Inumwj472S9r4,55Aa2cqylxrFIXC767Z865","The Motto","Take Care (Deluxe)","Drake,Lil Wayne",2011-11-15,181573,77,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,new orleans rap,trap",0.766,0.442,1,-8.558,1,0.356,0.000107,0.0000612,0.111,0.39,201.8,4
3Y4t9Qapk6adS3Tptgm8XI,"2NUz5P42WqkxilbI8ocN76","Enchanting","Viking (Vybz Is King)","Vybz Kartel",2015-01-13,184026,51,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dancehall,jamaican dancehall,reggae fusion",0.616,0.545,6,-8.219,0,0.0981,0.679,0.00214,0.152,0.808,106.667,5
0fgZUSa7D7aVvv3GfO0A1n,"0f5nVCcR06GX8Qikz0COtT,7bXgB6jMjp9ATFy66eO08Z,5ZS223C6JyBfXasXxrRqOk","Post to Be (feat. Chris Brown & Jhene Aiko)","Sex Playlist","Omarion,Chris Brown,Jhené Aiko",2014-12-02,226580,72,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dance pop,hip pop,r&b,rap,southern hip hop,trap,urban contemporary,pop rap",0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,4
2bgW1SJqUjIkWcbxTPTIdy,"0hCNtLu0JehylgoiP8L4Gh,7bXgB6jMjp9ATFy66eO08Z","Right By My Side","Pink Friday ... Roman Reloaded (Deluxe)","Nicki Minaj,Chris Brown",2012-01-01,265333,57,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"hip pop,pop,queens hip hop,rap,pop rap,r&b",0.567,0.858,1,-4.848,1,0.275,0.0176,0,0.127,0.493,161.911,4
4Dio1t8RHzLv1nfPJTSZyP,"3rWZHrfrsPBxVy692yAIxF","Whip My Hair","Whip My Hair","WILLOW",2010-10-26,195440,62,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"afrofuturism,pop,post-teen pop,pov: indie",0.552,0.98,9,-4.676,0,0.254,0.00159,0.00552,0.438,0.668,162.961,4
1MksGqIztTT6M9R1ErKVs8,"0c173mlxpT3dSFRgMO8XPh,7dGJo4pcD2V6oG8kP0tJRR","No Favors","I Decided.","Big Sean,Eminem",2017-02-03,325840,55,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"detroit hip hop,hip hop,pop rap,r&b,rap,trap",0.482,0.781,11,-5.334,1,0.411,0.629,0.00000287,0.413,0.336,57.967,5
0S5otf3yhH2NIozxJPJTeV,"3mH3OBKopDDVgnJcT5PrPk","Let's Get Ridiculous","Let's Get Ridiculous","Redfoo",2013-01-01,215573,55,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"",0.654,0.938,5,-0.451,0,0.0721,0.149,0,0.0747,0.666,127.994,4
3bwCMbwDZVtvJDnUTQIdCX,"6S0dmVVn4udvppDhZIWxCr,7bXgB6jMjp9ATFy66eO08Z,137W8MRPWKqSmrBGDBFSop","Beat It (feat. Chris Brown & Wiz Khalifa)","Back 2 Life","Sean Kingston,Chris Brown,Wiz Khalifa",2013-09-10,253453,65,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dance pop,miami hip hop,pop,pop rap,r&b,rap,hip hop,pittsburgh rap,southern hip hop,trap",0.477,0.637,1,-5.386,1,0.109,0.00487,0,0.284,0.555,198.12,4
6S0nwCOEAftiihy73YVDnl,"0af5VM6xubf8EXKvoG35x6","I Love My Life","I Love My Life - Single","Demarco",2011-11-21,210412,56,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"bongo flava,dancehall,jamaican dancehall,reggae fusion",0.818,0.693,7,-5.631,1,0.133,0.158,0,0.124,0.554,100.011,4
6vwmviVBIBMGGIEmz88auB,"0eezS9KmhdjGN436RdTIXu,0hCNtLu0JehylgoiP8L4Gh","Give It All To Me","Give It All To Me","Mavado,Nicki Minaj",2013-01-01,214226,55,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dancehall,jamaican dancehall,reggae fusion,hip pop,pop,queens hip hop,rap",0.477,0.707,7,-5.567,1,0.342,0.0158,0,0.129,0.415,97.143,4
2pgzZ7VrMR6E3LbRNlsMdl,"35sCXuy5gN6Or69rZ9vqBs,18AOdS1Qw4XXnQSiPJQr1B,2YZyLoL8N0Wb9xBt1NhZWg,31HjiqargV4NAw4GZqUale,0QHgL1lAIqAw0HtD7YldmP","B-Boyz","B-Boyz","Birdman,Mack Maine,Kendrick Lamar,Ace Hood,DJ Khaled",2012-01-01,313720,15,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dirty south rap,southern hip hop,conscious hip hop,hip hop,rap,west coast rap,miami hip hop,pop rap,trap",0.579,0.897,8,-4.368,1,0.232,0.0176,0.0000042,0.317,0.546,143.124,4
0NTMtAO2BV4tnGvw9EgBVq,"5pKCCKE2ajJHZ9KAiaK11H","Bitch Better Have My Money","Bitch Better Have My Money","Rihanna",2015-03-26,219305,79,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"barbadian pop,pop,urban contemporary",0.781,0.728,1,-4.981,1,0.0621,0.0509,0.00000194,0.257,0.395,102.99,4
6JyuJFedEvPmdWQW0PkbGJ,"5he5w2lnU9x7JFhnwcekXX,1sBkRIssrMs1AbVkOJbc7a","Purple Lamborghini (with Rick Ross)","Purple Lamborghini (with Rick Ross)","Skrillex,Rick Ross",2016-07-22,215510,68,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"brostep,complextro,edm,electro,pop dance,dirty south rap,gangster rap,hip hop,rap,southern hip hop,trap",0.457,0.899,10,-2.591,0,0.132,0.0019,0,0.831,0.298,147.268,4
1WoOzgvz6CgH4pX6a1RKGp,"6PXS4YHDkKvl1wkIl4V8DL,1Wnfj5qZsp8nPsGBBRRa4W","My Way (feat. Monty)","Fetty Wap (Deluxe)","Fetty Wap,Monty",2015-09-25,213053,69,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"new jersey rap,pop rap,rap,southern hip hop,trap",0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,4
5NQbUaeTEOGdD6hHcre0dZ,"6PXS4YHDkKvl1wkIl4V8DL,2s0yxtiHiyGe6CY4mbDYFi","679 (feat. Remy Boyz)","679 (feat. Remy Boyz)","Fetty Wap,Remy Boyz",2015-06-29,196693,78,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"new jersey rap,pop rap,rap,southern hip hop,trap",0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,4
2d8JP84HNLKhmd6IYOoupQ,"6PXS4YHDkKvl1wkIl4V8DL","Trap Queen","Fetty Wap (Deluxe)","Fetty Wap",2015-09-25,222093,77,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"new jersey rap,pop rap,rap,southern hip hop,trap",0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,4
5IZc3KIVFhjzJ0L2kiXzUl,"6KZDXtSj0SzGOV705nNeh3,6PXS4YHDkKvl1wkIl4V8DL","Promise (feat. Fetty Wap)","Summer In The Winter","Kid Ink,Fetty Wap",2015-12-25,224240,63,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"pop rap,rap,southern hip hop,trap,new jersey rap",0.797,0.469,8,-8.112,1,0.0646,0.0599,0,0.0753,0.481,103.057,4
0CUxFIIT6vrDyBdGFC1ZbM,"7f5Zgnp2spUuuzKplmRkt7,7KMqksf0UMdyA0UCf4R3ux","Melody","Alive And Feeling Fine","Lost Frequencies,James Blunt",2019-10-04,149008,59,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"belgian edm,edm,pop dance,tropical house,neo mellow",0.673,0.663,0,-8.472,1,0.0491,0.127,0,0.455,0.368,120.041,4
607TgBgbTvP8CTgIHN0R6q,"5pVRwX5ZQR7hfJ18w8ZYkl","Nice Girl 2.0","Nice Girl 2.0","Ufo361",2017-06-16,231859,0,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"german cloud rap,german hip hop",0.874,0.564,9,-6.991,0,0.0919,0.237,0.00000194,0.0907,0.413,107.983,4
6kls8cSlUyHW2BUOkDJIZE,"0X2BH1fck6amBIoJhDVmmJ,4MCBfE4596Uoi2O4DtmEMz","Hate Me (with Juice WRLD)","Hate Me (with Juice WRLD)","Ellie Goulding,Juice WRLD",2019-06-26,186223,75,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"indietronica,metropopolis,pop,uk pop,chicago rap,melodic rap,rap",0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,4
76gwG061wqdatYhicO2hG4,"61ipISvUVa5LkJlKZnm3Oo","Bad Ideas","Music Is My Best Friend","Alle Farben",2016-06-03,166213,54,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"deep euro house,german dance",0.749,0.71,7,-6.63,1,0.0331,0.0163,0.0237,0.0892,0.678,120.005,4
1FxEAfchJSITaNBdoQgPfc,"5EvFsr3kj42KNv97ZEnqij,4hB4SmzreXMTGWYj7KQ7QN","In The Summertime","The Boombastic Collection - Best Of Shaggy (International Version)","Shaggy,Rayvon",2008-01-01,224600,41,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"pop rap,reggae fusion,barbadian pop",0.734,0.905,1,-5.809,1,0.189,0.29,0,0.114,0.962,173.607,4
6OWO0C8yEAVCrXwkukSgN5,"3qAjjqNnd5dxyHl8sRJGeg","Umbrella","Umbrella","DJ Blighty",2022-10-14,156005,40,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"",0.694,0.949,1,-5.257,0,0.0403,0.00294,0.00657,0.144,0.548,127.986,4
5ooCfBqZyTB5CTdu1x7S77,"4OG9hOPsfAEziKvOJj2SG7,0xRXCcSX89eobfrshSVdyu","Everything You Have Done - Meduza Edit","Everything You Have Done (Meduza Edit)","GENESI,MEDUZA",2023-03-10,156218,69,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"edm,pop dance,pop house,uk dance",0.678,0.935,2,-6.382,1,0.0592,0.0459,0.202,0.198,0.485,124.989,4
7kbTZWt7DnzIzbkyzFE1PW,"1vCWHaC5f2uS3yhpwWbIA6","For A Better Day","Stories","Avicii",2015-10-02,206066,66,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dance pop,edm,pop,pop dance",0.639,0.843,5,-3.393,1,0.0334,0.0386,0.0829,0.108,0.317,135.002,4
6ctWstoouxCcvuTsd4cHNS,"5vBSrE1xujD2FXYRarbAXc,2ZRQcIgzPCVaT9XKhXZIzh","Desire - Gryffin Remix","Desire (Gryffin Remix)","Years & Years,Gryffin",2015-07-31,268840,65,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"dance pop,gauze pop,pop,pop dance,uk pop,edm",0.543,0.876,10,-5.069,0,0.0512,0.0606,0,0.157,0.415,122.058,4
5YPMEOJ58kfl56VHxTgwx3,"1Cs0zKBU1kc0i8ypK3B9ai,21E3waRsmPlU7jZsS13rcj,0z4gvV4rjIZ9wHck67ucSV","Play Hard (feat. Ne-Yo & Akon)","Nothing but the Beat (Ultimate Edition)","David Guetta,Ne-Yo,Akon",2012-12-07,201000,74,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"big room,dance pop,edm,pop,pop dance,r&b,urban contemporary",0.691,0.921,8,-1.702,0,0.0533,0.173,0,0.331,0.8,130.072,4
3HKDI8BwtxmEJAq4u9zotZ,"7zMVPOJPs5jgU8NorRxqJe","Sleeping Child - 2002 Remaster","19 Love Ballads","Michael Learns To Rock",2002,214373,42,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"boy band,danish pop rock",0.733,0.711,2,-6.007,1,0.0252,0.022,0,0.0783,0.874,92.943,4
27s15aCXPBi7RWlATpuLz6,"7zMVPOJPs5jgU8NorRxqJe","Sleeping Child - 2014 Remaster","Colours (2014 Remaster)","Michael Learns To Rock",2014-05-11,216000,63,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"boy band,danish pop rock",0.744,0.51,2,-11.366,1,0.0248,0.0736,0,0.063,0.904,92.939,4
6SRWhUJcD2YKahCwHavz3X,"7vk5e3vY1uw9plTHJAMwjN,1eMmoIprPDWeFdB1FxU6ZV,6064pL9Hu3Wx2bwJMeOx6o","Darkside","Different World","Alan Walker,Au/Ra,Tomine Harket",2018-12-14,211680,75,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"electro house,alt z,deep pop edm",0.43,0.606,4,-5.115,0,0.0431,0.131,0,0.173,0.123,169.988,4
6U0D8PIh75fnX6T6TWJLxl,"5Rl15oVamLq7FbSb0NNBNy","Jet Black Heart","Sounds Good Feels Good (Deluxe)","5 Seconds of Summer",2015-10-23,221715,60,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"boy band,pop",0.507,0.85,11,-4.274,0,0.033,0.000163,0,0.0812,0.545,153.957,4
7gHs73wELdeycvS48JfIos,"7vk5e3vY1uw9plTHJAMwjN","Faded","Faded","Alan Walker",2015-12-04,212626,73,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"electro house",0.589,0.651,6,-5.097,1,0.0306,0.0291,0.0000032,0.111,0.166,90.011,4
0fC0kT2VDxzl88yTkpd1cw,"0GWCNkPi54upO9WLlwjAHd","No Idea","Elevate","Big Time Rush",2011,299693,52,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"boy band,pop,post-teen pop",0.689,0.613,6,-4.795,1,0.027,0.00486,0,0.0533,0.36,108.008,4
6rLYsNxYB1W8pfa2nRHScA,"0GWCNkPi54upO9WLlwjAHd","Any Kind of Guy","Any Kind of Guy","Big Time Rush",2010-02-02,220466,49,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"boy band,pop,post-teen pop",0.674,0.761,9,-3.729,0,0.0468,0.198,0,0.0771,0.701,111.978,4
1KKTVzxdyFKdKTWYnTSDES,"0GWCNkPi54upO9WLlwjAHd","Halfway There","Halfway There","Big Time Rush",2010-04-27,205760,34,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"boy band,pop,post-teen pop",0.481,0.925,3,-2.861,1,0.102,0.0194,0,0.12,0.318,143.079,4
6KOQLj5dcYuFSN6srNs96u,"0GWCNkPi54upO9WLlwjAHd","Paralyzed","Paralyzed","Big Time Rush",2022-11-25,184473,58,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"boy band,pop,post-teen pop",0.613,0.878,0,-4.995,0,0.0417,0.0119,0,0.0763,0.549,139.981,4
6za48riBTylMJHsf4AJPxK,"7LnaAXbDVIL75IVPnndf7w,7bXgB6jMjp9ATFy66eO08Z","You Changed Me (feat. Chris Brown)","Hollywood: A Story of a Dozen Roses (Deluxe Version)","Jamie Foxx,Chris Brown",2015-05-15,242266,49,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"contemporary r&b,hip pop,r&b,southern hip hop,trap,urban contemporary,pop rap,rap",0.696,0.65,11,-6.578,0,0.252,0.123,0,0.21,0.531,137.967,4
6NiIeSYh1awgujDrQ9dAkn,"3fdFRgy3GmfiWQqeKbmFS8,0dUHzfa2msKEpMevzsdwqG","Inhliziyo (feat. Babalwa M)","Auti 'eSharp","Mas Musiq,Babalwa M",2021-10-01,385753,45,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"amapiano,south african house",0.906,0.609,7,-10.554,0,0.0702,0.00396,0.0162,0.144,0.361,112.021,4
5Beqz2GExQDAayGNJjOuD7,"4WUGQykLBGFfsl0Qjl6TDM","Together","Together","The Magician",2015-07-06,172240,41,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"belgian edm,house,nu disco",0.709,0.861,10,-4.091,0,0.0373,0.111,0.0000786,0.13,0.433,121.995,4
3Osd3Yf8K73aj4ySn6LrvK,"3nFkdlSjzX9mRTtwJOzDYB,5K4W6rqBFWDnAN6FQUkS6x,2h93pZq0e7k5yf4dywlkpM,1W3FSF1BLpY3hlVIgvenLz","No Church In The Wild","Watch The Throne (Deluxe)","JAY-Z,Kanye West,Frank Ocean,The-Dream",2011-08-08,272506,48,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap,chicago rap,lgbtq+ hip hop,neo soul,dirty south rap,hip pop,r&b,southern hip hop,trap,urban contemporary",0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,4
1AtHuXnhghydN8dHGfRuYD,"3qEnCAnX23lvoxZYtBiPgL","He's Not Into You","He's Not Into You","ENNY",2020-04-24,169091,37,spotify:user:9hjs0wc0ej2iyigebuugtjwwk,2023-11-21T11:02:23Z,"alternative r&b",0.727,0.667,1,-8.021,1,0.292,0.0904,0.000165,0.076,0.718,87.996,4
